fid,Pressure_h,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,aod55_Octo,aod47_Octo,UVAI_Octob
348,422.98,134916,0.72,25.303527,76.319441,6788.47746116685,670,858,-2.23547
349,424.16,135156,1.01,25.303173,76.317999,6768.57333070674,670,858,-2.23547
350,425.24,140664,0.94,25.303173,76.317999,6750.39525111851,670,858,-2.23547
351,426.39,138744,0.81,25.303051,76.317205,6731.08001321131,670,858,-2.23547
352,427.43,140436,0.89,25.303051,76.317205,6713.64860935762,670,858,-2.23547
353,428.53,144036,1.16,25.302723,76.315736,6695.2488804759,670,858,-2.23547
354,429.7,139068,0.89,25.302463,76.314318,6675.72018454331,670,858,-2.23547
355,430.74,143460,0.78,25.302463,76.314318,6658.39745673303,670,858,-2.23547
356,431.82,147540,0.66,25.302242,76.313481,6640.44427932171,670,858,-2.23547
357,432.99,143496,0.92,25.302242,76.313481,6621.0359868724,670,858,-2.23547
358,434.2,152328,0.64,25.301835,76.312159,6601.0087802693,670,858,-2.23547
359,435.2,148896,1.01,25.301627,76.311626,6584.4914490844,697,891,-2.23547
360,436.3,148224,0.97,25.301399,76.310868,6566.35784279438,697,891,-2.23547
361,437.36,152736,1.02,25.30087,76.309628,6548.91863184396,697,891,-2.23547
362,438.53,152748,0.94,25.30087,76.309628,6529.70938284665,697,891,-2.23547
363,439.64,155760,0.7,25.300611,76.308878,6511.52354706757,697,891,-2.23547
364,440.88,158940,0.52,25.300418,76.308189,6491.25175202814,697,891,-2.23547
365,442.12,156516,0.76,25.300115,76.307419,6471.02607226358,697,891,-2.23547
366,443.29,156600,1.01,25.299839,76.306888,6451.98423820874,697,891,-2.23547
367,444.43,156708,0.84,25.299531,76.306185,6433.46976030775,697,891,-2.23547
368,445.63,153888,0.73,25.298998,76.304847,6414.02233444603,697,891,-2.23547
369,446.86,157284,0.68,25.298998,76.304847,6394.13268140409,697,891,-2.23547
370,448.09,157368,1,25.298738,76.304317,6374.28730989648,697,891,-2.23547
371,449.71,160452,0.77,25.29842,76.303862,6348.21670121781,697,891,-2.23547
372,451.37,161736,0.71,25.298121,76.303264,6321.58114099051,697,891,-2.23547
373,452.49,161592,0.86,25.297421,76.302196,6303.65493878029,0,0,-2.23547
374,453.96,162732,0.79,25.297421,76.302196,6280.18124320096,0,0,-2.23547
375,455.33,162900,0.82,25.297146,76.301654,6258.35974411567,0,0,-2.23547
376,456.58,166236,0.88,25.297146,76.301654,6238.4959517573,0,0,-2.23547
377,457.77,163920,0.82,25.296529,76.300655,6219.62649483924,700,896,-2.23547
378,458.97,166176,0.94,25.296316,76.300205,6200.63864987647,700,896,-2.23547
379,460.18,173448,0.76,25.296,76.299631,6181.53323244909,700,896,-2.23547
380,461.46,166884,0.9,25.2956,76.298707,6161.36676778872,700,896,-2.23547
381,462.88,166608,0.89,25.2956,76.298707,6139.04752419579,700,896,-2.23547
382,464.03,173568,1.06,25.295385,76.29823,6121.01267640054,700,896,-2.23547
383,465.28,173604,1.02,25.295257,76.297866,6101.45058375703,700,896,-2.23547
384,466.49,170292,0.82,25.295087,76.297365,6082.55497082708,700,896,-2.23547
385,467.64,175428,0.71,25.29489,76.296889,6064.63307866623,700,896,-2.23547
386,469.05,175848,0.84,25.294631,76.296418,6042.70791795891,700,896,-2.23547
387,470.19,171228,0.84,25.29429,76.295401,6025.02017637971,700,896,-2.23547
388,471.52,175920,0.87,25.29429,76.295401,6004.42831341208,700,896,-2.23547
389,472.68,177804,1.02,25.294055,76.294872,5986.50685632928,700,896,-2.23547
390,474.01,177552,1.01,25.29384,76.294461,5966.00275008402,700,896,-2.23547
391,475.17,176748,0.73,25.293656,76.29388,5948.15746872407,740,947,-2.23547
392,476.47,180024,0.86,25.293179,76.292849,5928.20031662883,740,947,-2.23547
393,477.6,183948,1.09,25.293179,76.292849,5910.8887336572,740,947,-2.23547
394,478.77,184416,0.86,25.293077,76.292275,5892.99926414479,740,947,-2.23547
395,480.02,185196,0.92,25.292941,76.291846,5873.92565384054,740,947,-2.23547
396,481.53,185124,0.93,25.292695,76.291424,5850.93829570732,740,947,-2.23547
397,482.71,191496,0.62,25.292452,76.291015,5833.01525932404,740,947,-2.23547
398,483.98,189228,0.79,25.292315,76.290545,5813.76480758335,740,947,-2.23547
399,485.12,189252,0.85,25.29205,76.289753,5796.51968069738,740,947,-2.23547
400,486.34,193668,0.62,25.29205,76.289753,5778.10068090693,740,947,-2.23547
401,487.46,190656,0.53,25.291864,76.289285,5761.22434524195,740,947,-2.23547
402,488.74,193512,0.53,25.291758,76.288864,5741.97550774018,740,947,-2.23547
403,489.98,193584,0.52,25.29163,76.288433,5723.36708440168,740,947,-2.23547
404,491.3,195600,0.81,25.291376,76.287739,5703.59997301629,740,947,-2.23547
405,492.44,194316,0.95,25.291376,76.287739,5686.56295496123,740,947,-2.23547
406,493.58,192456,0.49,25.291271,76.287338,5669.55784373312,740,947,-2.23547
407,494.81,176856,0.84,25.291271,76.287338,5651.24585507456,740,947,-2.23547
408,496.03,135276,1.13,25.291031,76.28674,5633.11911926365,740,947,-2.23547
409,497.11,84972,0.75,25.29091,76.28637,5617.10260025598,740,947,-2.23547
410,498.26,41508,0.91,25.290818,76.286025,5600.07891858792,740,947,-2.23547
411,499.34,19752,1.08,25.290552,76.285425,5584.12040609938,740,947,-2.23547
412,500.63,15480,0.92,25.290552,76.285425,5565.09543725228,740,947,-2.23547
413,501.72,10572,0.55,25.290474,76.28507,5549.05099230939,740,947,-2.23547
414,502.87,6996,0.67,25.290397,76.284797,5532.15393616571,0,0,-2.23547
415,504,3996,0.82,25.290247,76.284493,5515.58119238099,0,0,-2.23547
416,505.17,3372,0.68,25.290091,76.283826,5498.45347656221,0,0,-2.23547
417,506.36,2292,0.48,25.290091,76.283826,5481.06589724071,0,0,-2.23547
418,507.55,1824,0.73,25.290043,76.28346,5463.71137458487,0,0,-2.23547
419,508.73,2088,0.97,25.289929,76.28319,5446.53519142295,0,0,-2.23547
420,509.82,1440,0.73,25.289895,76.282877,5430.69769551238,0,0,-2.23547
421,510.96,1068,0.62,25.289898,76.282598,5414.16301565232,0,0,-2.23547
422,512.14,1452,0.78,25.289843,76.282234,5397.07960393083,0,0,-2.23547
423,513.23,1032,0.76,25.289835,76.281917,5381.32745948243,0,0,-2.23547
424,514.44,1032,0.84,25.289835,76.281917,5363.87282932053,0,0,-2.23547
425,515.5,888,0.71,25.28979,76.281333,5348.60929238341,0,0,-2.23547
426,516.65,744,0.9,25.289727,76.281108,5332.07851043387,0,0,-2.23547
427,517.73,564,0.91,25.289747,76.280764,5316.58105736024,0,0,-2.23547
428,518.91,468,1.05,25.289724,76.280192,5299.6785515293,0,0,-2.23547
429,520.11,384,1.1,25.289724,76.280192,5282.5214515462,0,0,-2.23547
430,521.2,180,1.05,25.28968,76.279889,5266.96484413989,0,0,-2.23547
431,522.45,336,1.02,25.289663,76.279611,5249.15709297965,0,0,-2.23547
432,523.73,252,1.13,25.289564,76.279291,5230.95767194792,0,0,-2.23547
433,524.96,444,1.04,25.289468,76.2788,5213.50306815384,0,0,-2.23547
434,526.26,252,0.97,25.289468,76.2788,5195.09107222722,0,0,-2.23547
435,527.62,312,0.8,25.289408,76.278515,5175.86866765402,0,0,-2.23547
436,528.99,228,0.85,25.289361,76.278229,5156.54544363005,0,0,-2.23547
437,530.3,156,0.92,25.289283,76.277947,5138.10635454829,0,0,-2.23547
438,531.49,180,0.89,25.289265,76.277713,5121.38828520263,0,0,-2.23547
439,532.81,132,0.64,25.289231,76.277364,5102.87929223021,0,0,-2.23547
440,534.2,180,0.86,25.289134,76.276741,5083.42885454012,0,0,-2.23547
441,535.57,324,0.93,25.289134,76.276741,5064.29833902225,0,0,-2.23547
442,536.84,432,1.01,25.289069,76.276407,5046.59957149851,0,0,-2.23547
443,538.13,252,0.87,25.289023,76.276095,5028.6567580284,0,0,-2.23547
444,539.49,300,0.94,25.288898,76.275661,5009.77797897107,0,0,-2.02012
445,541.01,168,1.03,25.288742,76.274902,4988.72371647063,0,0,-2.02012
446,542.34,300,0.86,25.288742,76.274902,4970.34049235666,0,0,-2.02012
447,543.69,156,0.65,25.288611,76.274463,4951.71812302203,0,0,-2.02012
448,545.04,264,0.7,25.288525,76.273999,4933.13315840756,0,0,-2.02012
449,546.46,432,0.76,25.288409,76.273516,4913.62470936104,0,0,-2.02012
450,547.95,240,0.72,25.288158,76.272392,4893.19866016597,0,0,-2.02012
451,549.18,228,0.48,25.288158,76.272392,4876.37074847929,0,0,-2.02012
452,550.68,252,0.72,25.288127,76.27177,4855.89015813977,0,0,-2.02012
453,552.2,144,0.82,25.288063,76.271249,4835.18252207657,0,0,-2.02012
454,553.58,84,0.51,25.288084,76.270579,4816.42210438963,0,0,-2.02012
455,555.16,192,0.93,25.288045,76.270042,4794.9892279917,0,0,-2.02012
456,556.53,156,0.97,25.287976,76.269375,4776.44497001426,0,0,-2.02012
457,558.07,84,0.9,25.287909,76.26873,4755.64367723171,0,0,-2.02012
458,559.66,96,0.82,25.287909,76.26873,4734.21572908359,0,0,-2.02012
459,561.2,72,0.82,25.287858,76.267531,4713.50855803702,0,0,-2.02012
460,562.74,60,1.04,25.28773,76.267068,4692.84734774264,0,0,-2.02012
461,564.38,36,0.94,25.287647,76.266485,4670.89477938639,0,0,-2.02012
462,565.72,60,1.02,25.287382,76.265479,4652.99623676178,0,0,-2.02012
463,567.31,48,0.91,25.287382,76.265479,4631.80289326876,0,0,-2.02012
464,568.74,108,0.73,25.287292,76.264886,4612.78325462637,0,0,-2.02012
465,570.34,60,0.88,25.287079,76.264393,4591.54838701359,0,0,-2.02012
466,572,96,0.85,25.286895,76.263756,4569.56813516091,0,0,-2.02012
467,573.77,84,0.84,25.286804,76.262446,4546.18818714429,0,0,-2.02012
468,575.27,72,0.81,25.286804,76.262446,4526.42034577677,0,0,-2.02012
469,576.74,108,0.52,25.286748,76.26168,4507.08831332341,0,0,-2.02012
470,578.27,96,0.7,25.28669,76.26111,4487.00954684398,0,0,-2.02012
471,579.63,60,0.59,25.286633,76.26039,4469.19783546208,0,0,-2.02012
472,581.03,132,0.71,25.286676,76.259398,4450.89756348904,0,0,-2.02012
473,582.45,72,0.63,25.286676,76.259398,4432.37229679176,0,0,-2.02012
474,584.37,48,0.59,25.286794,76.258702,4407.38211563506,0,0,-2.02012
475,585.95,168,0.84,25.286744,76.258192,4386.86709816923,0,0,-2.02012
476,587.68,48,0.66,25.286777,76.257511,4364.4557625864,0,0,-2.02012
477,589.04,84,0.74,25.286746,76.256888,4346.87507777371,0,0,-2.02012
478,590.48,84,0.79,25.286746,76.25624,4328.29602379347,0,0,-2.02012
479,591.97,96,0.8,25.28678,76.255084,4309.11044486127,0,0,-2.02012
480,593.49,108,0.76,25.28678,76.255084,4289.57882845493,0,0,-2.02012
481,594.78,60,0.88,25.286774,76.254481,4273.03440402134,0,0,-2.02012
482,596.17,120,0.75,25.286807,76.253915,4255.23995573893,0,0,-2.02012
483,597.53,108,0.86,25.28673,76.253304,4237.86204582903,0,0,-2.02012
484,598.78,84,0.76,25.286716,76.252097,4221.91792579607,0,0,-2.02012
485,600.16,60,0.87,25.286716,76.252097,4204.34688884957,0,0,-2.02012
486,601.51,156,0.58,25.286637,76.25136,4187.18945898648,0,0,-2.02012
487,603.06,96,0.76,25.286561,76.250792,4167.52859721426,0,0,-2.02012
488,604.34,72,0.88,25.286493,76.250152,4151.32335462032,0,0,-2.02012
489,605.81,60,0.74,25.286343,76.248977,4132.74689747185,0,0,-2.02012
490,606.99,108,0.72,25.286343,76.248977,4117.86157428709,0,0,-2.02012
491,608.44,96,0.79,25.286246,76.248417,4099.60234083914,0,0,-2.02012
492,609.63,60,0.59,25.286215,76.247857,4084.64348290987,0,0,-2.02012
493,610.81,60,0.86,25.286116,76.247259,4069.83365844496,0,0,-2.02012
494,612.22,60,0.75,25.286026,76.24618,4052.16752321899,0,0,-2.02012
495,613.54,72,0.61,25.286026,76.24618,4035.65884689479,0,0,-2.02012
496,614.76,48,0.77,25.285937,76.245617,4020.42638245157,0,0,-2.02012
497,616.01,36,0.75,25.285888,76.245126,4004.84471599384,0,0,-2.02012
498,617.39,48,0.7,25.28588,76.244536,3987.67226292255,0,0,-2.02012
499,618.84,48,0.67,25.285827,76.243481,3969.6621968432,0,0,-2.02012
500,620,72,0.71,25.285827,76.243481,3955.27873030375,0,0,-2.02012
501,621.42,84,0.64,25.285809,76.24292,3937.7010179017,0,0,-2.02012
502,622.77,36,0.53,25.285809,76.24292,3921.01994566888,0,0,-2.02012
503,623.99,12,0.82,25.285759,76.241796,3905.97036666104,0,0,-2.02012
504,625.34,108,0.8,25.285785,76.240768,3889.34488810417,0,0,-2.02012
505,626.67,48,0.75,25.285785,76.240768,3872.99410878308,0,0,-2.02012
506,628.35,48,0.87,25.28581,76.24015,3852.38060900967,0,0,-2.02012
507,629.66,36,0.86,25.285752,76.239692,3836.33793162756,0,0,-2.02012
508,630.95,36,0.92,25.285713,76.239184,3820.56656946649,0,0,-2.02012
509,632.35,48,0.64,25.285727,76.238193,3803.47987967225,0,0,-2.02012
510,632.61,1056,1.58,25.551506,76.828129,3800.31001055848,0,0,-1.36352
511,633.61,48,0.62,25.285727,76.238193,3788.12802915733,0,0,-2.02012
512,634.08,744,0.84,25.55152,76.828466,3782.4078752426,0,0,-1.36352
513,634.9,36,0.91,25.285697,76.237721,3772.43624727983,0,0,-2.02012
514,635.95,624,1.12,25.551565,76.828804,3759.68291424636,0,0,-1.36352
515,636.31,60,0.65,25.285655,76.237293,3755.31426794211,0,0,-2.02012
516,637.56,444,0.86,25.551554,76.829094,3740.16087963773,0,0,-1.36352
517,637.63,72,0.57,25.285655,76.23677,3739.31300144343,0,0,-2.02012
518,639.19,24,0.67,25.285643,76.23585,3720.43695848951,0,0,-2.02012
519,639.45,312,0.82,25.551563,76.829399,3717.29457893537,0,0,-1.36352
520,640.47,36,0.77,25.285643,76.23585,3704.9767643061,0,0,-2.02012
521,641.15,552,1.32,25.551603,76.829666,3696.77370987943,0,0,-1.36352
522,642.06,60,0.41,25.28566,76.235409,3685.80710781816,0,0,-2.02012
523,642.79,300,1.42,25.551619,76.829878,3677.01881787667,0,0,-1.36352
524,643.7,36,0.57,25.285651,76.235128,3666.07486173824,0,0,-2.02012
525,644.41,348,1.51,25.551605,76.830091,3657.54486771063,0,0,-1.36352
526,645.11,60,0.4,25.285746,76.234747,3649.14246126103,0,0,-2.02012
527,646.13,252,1.51,25.551552,76.830304,3636.91216143967,0,0,-1.36352
528,646.61,36,0.4,25.2858,76.234041,3631.16213509247,0,0,-2.02012
529,647.99,300,0.79,25.551481,76.8305,3614.65004019257,0,0,-1.36352
530,648.18,12,0.45,25.2858,76.234041,3612.37886646392,0,0,-2.02012
531,649.57,48,0.61,25.285851,76.233676,3595.77981526777,0,0,-2.02012
532,649.9,264,0.76,25.551413,76.830739,3591.84325856797,0,0,-1.36352
533,651.03,48,0.58,25.285943,76.233399,3578.37578283409,0,0,-2.02012
534,651.48,228,0.95,25.551405,76.830973,3573.01789816522,0,0,-1.36352
535,652.54,12,0.53,25.286023,76.23304,3560.40893660792,0,0,-2.02012
536,653.09,204,0.9,25.551398,76.831168,3553.87308504421,0,0,-1.36352
537,653.95,36,0.84,25.286191,76.232473,3543.66231730731,0,0,-2.02012
538,654.82,192,1.01,25.551369,76.831344,3533.34387730778,0,0,-1.36352
539,655.46,48,0.61,25.286191,76.232473,3525.76038515953,0,0,-2.02012
540,656.58,180,1.52,25.551365,76.831503,3512.50368925944,0,0,-1.36352
541,656.92,36,0.65,25.286234,76.232185,3508.48295830889,0,0,-2.02012
542,658.38,60,0.67,25.286338,76.231977,3491.23659665855,0,0,-2.02012
543,658.55,168,1.23,25.55131,76.831612,3489.23047211836,0,0,-1.36352
544,659.92,60,0.57,25.286441,76.231627,3473.07875659238,0,0,-2.02012
545,660.27,156,0.97,25.551197,76.831722,3468.95676061116,0,0,-1.36352
546,661.46,36,0.76,25.286649,76.231192,3454.9551955826,0,0,-2.02012
547,661.86,180,1,25.551112,76.831852,3450.25336747879,0,0,-1.36352
548,663.02,24,0.62,25.286649,76.231192,3436.63106561908,0,0,-2.02012
549,663.45,108,1.29,25.551033,76.831972,3431.58632185017,0,0,-1.36352
550,664.48,48,0.55,25.286727,76.230888,3419.51315836519,0,0,-2.02012
551,664.97,204,1.32,25.550848,76.832107,3413.77493316767,0,0,-1.36352
552,666.02,36,0.71,25.286799,76.230699,3401.49025636899,0,0,-2.02012
553,666.44,96,1.33,25.550644,76.832114,3396.58077640708,0,0,-1.36352
554,667.42,36,0.55,25.286899,76.230445,3385.13505877944,0,0,-2.02012
555,667.91,96,1.29,25.550449,76.832091,3379.41730243454,0,0,-1.36352
556,669.01,36,0.58,25.287014,76.230007,3366.59388373616,0,0,-2.02012
557,669.46,120,1.26,25.550033,76.832111,3361.35286015526,0,0,-1.36352
558,670.47,84,0.62,25.287014,76.230007,3349.60005231099,0,0,-2.02012
559,670.94,108,1.32,25.549812,76.832181,3344.13581112576,0,0,-1.36352
560,672.15,48,0.54,25.287153,76.229795,3330.08254432974,0,0,-2.02012
561,672.39,108,1.28,25.549812,76.832181,3327.29755441319,0,0,-1.36352
562,673.67,24,0.64,25.287205,76.229597,3312.45785461638,0,0,-2.02012
563,673.92,120,1.27,25.549602,76.832308,3309.56214126356,0,0,-1.36352
564,675.12,36,0.67,25.287259,76.229367,3295.67481304239,0,0,-2.02012
565,675.41,36,1.24,25.549602,76.832308,3292.32170785999,0,0,-1.36352
566,676.58,84,0.67,25.287498,76.229063,3278.80549101819,0,0,-2.02012
567,676.92,72,1.16,25.549602,76.832308,3274.8812507733,0,0,-1.36352
568,678.37,204,1.34,25.549602,76.832308,3258.16341639484,0,0,-1.36352
569,678.38,12,0.65,25.287498,76.229063,3258.04822149172,0,0,-2.02012
570,679.89,144,1.19,25.549602,76.832308,3240.66954960091,0,0,-1.36352
571,679.95,36,0.61,25.287715,76.228859,3239.97965220228,0,0,-2.02012
572,681.45,36,0.68,25.287715,76.228859,3222.74821713546,0,0,-2.02012
573,681.45,72,1.19,25.549602,76.832308,3222.74821713546,0,0,-1.36352
574,683.07,144,1.21,25.549602,76.832308,3204.1727298764,0,0,-1.36352
575,683.2,48,0.59,25.287951,76.228543,3202.6836510731,0,0,-2.02012
576,684.6,132,1.26,25.549602,76.832308,3186.66194028921,0,0,-1.36352
577,684.87,48,0.59,25.288303,76.228452,3183.57509111782,0,0,-2.02012
578,686.18,48,1.26,25.549602,76.832308,3168.61213022717,0,0,-1.36352
579,686.61,12,0.69,25.288303,76.228452,3163.70566642697,0,0,-2.02012
580,687.7,108,1.35,25.549602,76.832308,3151.27948937013,0,0,-1.36352
581,688.35,60,0.55,25.2884,76.228201,3143.87697268255,0,0,-2.02012
582,689.36,12,1.33,25.549602,76.832308,3132.38582332335,0,0,-1.36352
583,690.71,84,0.66,25.288515,76.228201,3117.04763639727,0,0,-2.02012
584,690.94,132,1.32,25.549602,76.832308,3114.43688442457,0,0,-1.36352
585,692.49,84,1.27,25.549602,76.832308,3096.86101394645,0,0,-1.36352
586,693.05,48,0.58,25.288726,76.228139,3090.5188552143,0,0,-2.02012
587,694.06,108,1.29,25.549602,76.832308,3079.09080248317,0,0,-1.36352
588,695.24,72,0.58,25.288929,76.227844,3065.75626026792,0,0,-2.02012
589,695.64,84,0.96,25.549602,76.832308,3061.24023546677,0,0,-1.36352
590,697.08,84,0.74,25.288929,76.227844,3044.99993678792,0,0,-2.02012
591,697.1,144,1.29,25.549602,76.832308,3044.77456842914,0,0,-1.36352
592,698.62,24,0.77,25.289085,76.227692,3027.66187271763,0,0,-2.02012
593,698.8,60,1.29,25.549602,76.832308,3025.63736633441,0,0,-1.36352
594,700.41,12,0.81,25.289085,76.227692,3007.54803601629,0,0,-2.02012
595,700.45,72,1.21,25.546922,76.834854,3007.0990404918,0,0,-1.36352
596,701.99,24,0.75,25.289358,76.22742,2989.82847900039,0,0,-2.02012
597,702.08,96,1.24,25.546807,76.835195,2988.8201096667,0,0,-1.36352
598,703.57,60,1.27,25.546802,76.835603,2972.14118677073,0,0,-1.36352
599,703.58,24,0.67,25.289616,76.227103,2972.02934435373,0,0,-2.02012
600,705.17,120,1.32,25.546813,76.836019,2954.26275069225,0,0,-1.36352
601,705.36,24,0.68,25.289616,76.227103,2952.14186894868,0,0,-2.02012
602,706.78,48,1.3,25.546762,76.836428,2936.30569966358,0,0,-1.36352
603,706.9,60,0.81,25.289783,76.226975,2934.96861276408,0,0,-2.02012
604,708.38,156,1.3,25.546715,76.83685,2918.49296761694,0,0,-1.36352
605,708.64,0,0.52,25.289891,76.226796,2915.6014764857,0,0,-2.02012
606,709.97,132,1.27,25.546641,76.83727,2900.82380953412,0,0,-1.36352
607,710.25,24,0.72,25.289988,76.226685,2897.71557849859,0,0,-2.02012
608,711.61,48,1.23,25.546499,76.837578,2882.63255487465,0,0,-1.36352
609,711.76,48,0.53,25.290252,76.2263,2880.97041564531,0,0,-2.02012
610,713.11,60,1.29,25.546347,76.837821,2866.02391240425,0,0,-1.36352
611,713.35,60,0.7,25.290252,76.2263,2863.36915536875,0,0,-2.02012
612,714.71,84,1.3,25.546193,76.838064,2848.33917845757,0,0,-1.36352
613,714.99,36,0.72,25.290324,76.226102,2845.24764664476,0,0,-2.02012
614,716.52,120,1.34,25.546044,76.838357,2828.37192668078,0,0,-1.36352
615,716.58,36,0.65,25.290441,76.225974,2827.71072853706,0,0,-2.02012
616,718.01,24,0.55,25.290559,76.225853,2811.96542344611,0,0,-2.02012
617,718.1,60,1.24,25.546044,76.838357,2810.97530980815,0,0,-1.36352
618,719.64,48,0.65,25.290792,76.225627,2794.04891533372,0,0,-2.02012
619,719.75,72,1.3,25.54572,76.838922,2792.84100985897,0,0,-1.36352
620,721.39,12,0.6,25.290792,76.225627,2774.84994135865,0,0,-2.02012
621,721.47,72,1.19,25.545569,76.839116,2773.97317576821,0,0,-1.36352
622,722.88,36,0.47,25.290949,76.225475,2758.53308829139,0,0,-2.02012
623,723.13,108,1.12,25.545431,76.839259,2755.79802981612,0,0,-1.36352
624,724.61,0,0.48,25.291095,76.225299,2739.62214852038,0,0,-2.02012
625,724.86,24,1.22,25.545431,76.839259,2736.89237787096,0,0,-1.36352
626,726.15,24,0.52,25.291135,76.225145,2722.81886510473,0,0,-2.02012
627,726.54,120,1.19,25.545237,76.839392,2718.5680677208,0,0,-1.36352
628,727.94,36,0.45,25.291346,76.224702,2703.3239999783,0,0,-2.02012
629,728.42,72,1.12,25.545418,76.839361,2698.10292739369,0,0,-1.36352
630,729.76,0,0.46,25.291346,76.224702,2683.54216310128,0,0,-2.02012
631,730.15,48,1.21,25.545418,76.839361,2679.30839636498,0,0,-1.36352
632,731.44,12,0.53,25.291463,76.224515,2665.3174317961,0,0,-2.02012
633,731.94,72,1.24,25.545675,76.839439,2659.89994998257,0,0,-1.36352
634,732.91,36,0.45,25.291565,76.224279,2649.39857546022,0,0,-2.02012
635,733.75,120,1.24,25.545906,76.839686,2640.31369052972,0,0,-1.36352
636,734.58,72,0.5,25.291659,76.223989,2631.34522705793,0,0,-2.02012
637,735.65,84,1.28,25.546005,76.840248,2619.7955724915,0,0,-1.36352
638,736.28,12,0.57,25.29187,76.223765,2613.0016695011,0,0,-2.02012
639,737.52,48,1.26,25.546005,76.840248,2599.64328171748,0,0,-1.36352
640,737.71,36,0.59,25.291975,76.22348,2597.59803906793,0,0,-2.02012
641,739.36,60,1.17,25.545908,76.840399,2579.85463393804,0,0,-1.36352
642,739.55,24,0.58,25.292036,76.223159,2577.81351320094,0,0,-2.02012
643,740.98,24,0.59,25.292205,76.222917,2562.46500307182,0,0,-2.02012
